half-life,sdc,sdx,sa,dga,dgp,dgtot
0.0,9.8552,1.4451,4.4407,-15.1209,-91.0733,-102.926
0.0,10.5434,1.86,3.9123,-0.6207,-87.0005,-78.0453
0.0,11.2778,4.349,6.1046,-5.9421,-127.1204,-133.0625
0.07136054421768707,9.6074,0.0,4.0735,-4.8883,-85.2403,-65.9875
0.4188435374149659,12.5021,0.7695,4.3495,-9.0414,-101.7394,-94.9718
0.03884353741496599,5.9656,2.5538,4.0526,-14.3215,-82.4251,-95.903
0.0,12.209,0.9895,5.3171,-3.0561,-113.4501,-89.5322
0.027210884353741496,7.9184,4.0103,6.4522,-3.4276,-127.3051,-120.1778
0.027210884353741496,9.8372,1.5589,4.1345,-13.6347,-87.4787,-101.1134
0.03401360544217687,11.4512,1.5334,4.9066,0.8626,-97.159,-84.6428
0.008435374149659867,9.1063,1.0239,4.0386,-3.5703,-92.1831,-84.4449
0.4395238095238095,9.7427,2.0643,5.1361,-31.603,-96.87,-125.8229
0.21768707482993196,13.3094,1.0013,5.8347,-16.0586,-117.1569,-107.755
0.0,13.2001,1.0393,6.0566,-0.9868,-132.5507,-98.8976
0.03748299319727891,9.9652,3.4285,6.1465,-13.1121,-124.6219,-132.7973
0.03748299319727891,5.7818,1.8955,3.1262,-10.8271,-65.6994,-73.0914
0.04081632653061225,12.7777,0.974,5.4016,-1.9521,-115.5539,-89.1567
0.04306122448979592,7.6036,1.1938,4.1708,-8.0587,-95.1928,-85.0774
0.5510204081632653,7.2675,0.0,1.6833,-6.0166,-32.7664,-38.7829
0.5721088435374149,12.8468,1.3742,7.1933,-7.4747,-136.61,-126.8379
0.5721088435374149,5.3026,1.8327,2.6396,-5.6252,-58.0937,-63.7189
0.6462585034013605,9.3992,3.4633,5.6947,-5.2442,-112.5456,-117.9634
0.6757142857142856,10.4189,1.7323,3.8209,-19.7304,-84.9635,-104.6939
0.6938775510204082,14.2087,3.6089,7.3947,0.3479,-154.761,-136.8902
0.8165306122448979,11.3129,0.9155,3.1292,-22.0005,-70.7431,-88.8725
0.8299319727891156,11.2461,2.5814,7.1557,-8.2988,-140.2178,-112.4723
0.0,8.7147,1.2789,4.0865,-12.946,-82.1111,-91.3647
0.0,14.4067,0.8374,5.1344,2.4506,-111.8077,-105.0247
0.07346938775510205,9.5252,0.945,2.6601,-10.8206,-63.8705,-74.6911
0.002108843537414966,12.4739,1.6642,6.7375,-12.2335,-130.248,-126.5015
0.006666666666666668,13.0558,0.9131,4.5603,-25.4044,-91.2523,-100.383
0.0,7.4178,1.1008,3.7215,-10.198,-83.4799,-82.2345
0.22095238095238093,5.3424,0.0,1.9406,-6.998,-43.7309,-44.9309
0.18034013605442178,4.0595,1.5079,2.4392,-13.8364,-43.9203,-58.0115
0.21006802721088436,11.0792,0.7332,5.5212,-5.229,-109.2294,-92.5125
0.22095238095238093,13.9865,0.6965,6.8728,-10.2269,-133.9028,-120.2214
0.08020408163265305,9.5323,1.9511,4.5183,-2.9003,-99.8071,-95.8637
1.0,3.9841,1.6407,2.7764,-7.8322,-54.759,-60.1855
1.0,8.1806,1.5509,3.4251,-9.106,-70.6901,-78.6585
1.0,9.5306,1.3139,4.6641,-11.8753,-90.3397,-96.6167
1.0,11.8083,1.6772,4.6793,-7.6274,-101.9271,-104.3065
1.0,8.644,0.7976,4.3485,-9.3454,-83.0179,-73.1898
0.04020408163265306,15.9284,2.5647,7.5122,-3.0394,-145.4352,-122.5075
0.047619047619047616,11.2061,1.5224,5.0325,3.0678,-99.5957,-84.2492
0.047619047619047616,15.0574,1.2728,7.4575,-8.4044,-145.7368,-124.9912
1.0,7.632,0.6158,3.4111,-10.6613,-63.6542,-66.1823
1.0,5.0929,0.6656,2.3403,-7.9797,-47.8956,-52.9067
1.0,6.3877,0.0,1.8902,-2.4338,-39.731,-33.9864
1.0,7.261,0.0,2.6412,-4.3683,-55.2257,-54.5104
1.0,10.4488,0.5607,3.9,-10.9416,-79.5609,-74.583
1.0,5.5957,1.5685,3.4489,-13.7414,-67.5433,-79.3233
1.0,6.9206,0.0,2.1296,-13.5139,-44.95,-47.5295
1.0,15.4391,0.5874,6.0365,-7.2372,-129.4381,-106.4548
0.03748299319727891,13.5357,1.5383,7.3509,-16.2476,-141.6713,-135.7695
0.046054421768707485,3.1181,2.0807,2.6157,-8.0757,-52.2135,-57.5812
0.42904761904761896,8.2084,0.8042,2.6431,4.5741,-59.7775,-55.2034
0.061224489795918366,11.5692,1.5983,5.8678,-6.2562,-117.7528,-114.3009
0.0,11.2061,1.5224,5.0325,3.0678,-99.5957,-84.2492
0.0,10.314,3.9962,5.4648,-8.224,-114.1002,-124.2119
0.06136054421768708,3.7145,1.5213,2.5252,-6.1909,-47.6657,-53.7894
0.0672108843537415,6.8019,1.7297,3.5682,-12.9469,-71.1131,-84.06
0.0,10.8001,0.7824,5.4092,-12.7092,-104.7665,-96.8956
0.07333333333333333,13.5892,0.8578,5.2157,2.8528,-113.4085,-104.4221
0.07482993197278912,10.0557,3.1092,5.5585,-4.0919,-116.2028,-116.3457
0.2697959183673469,9.6259,1.4345,6.2737,-28.9691,-113.5232,-129.2604
0.2765306122448979,14.4745,1.5041,4.2111,-9.1581,-96.1019,-105.26
0.3401360544217687,11.1786,1.4812,4.8909,4.1809,-96.1229,-80.293
0.05251700680272109,12.8494,2.311,7.1408,-6.6607,-140.1529,-123.9714
0.0,10.2457,0.5265,4.3335,-7.171,-77.7511,-81.5014
0.0,6.3911,0.753,3.4614,-4.8553,-74.5807,-68.3575
0.0,9.6775,1.9651,5.1912,-8.7513,-110.2824,-105.7612
0.0,13.6175,0.8747,5.3642,-3.8822,-111.2676,-110.4135
0.0,11.6856,1.0414,5.2775,-6.4869,-118.1823,-101.13
0.27503401360544216,12.0245,1.7039,5.125,0.0902,-109.7969,-101.4761
0.32054421768707475,10.7269,1.7962,5.0852,-11.0832,-105.7943,-97.561
0.3621088435374149,10.5977,0.6663,2.6185,-7.9869,-58.2829,-61.5055
0.012176870748299321,8.5722,1.7286,4.5171,-9.3354,-93.8675,-85.0901
0.013605442176870746,12.2891,1.5213,5.4262,2.4825,-108.533,-93.7319
0.02040816326530612,12.9224,0.9864,5.2821,-27.0205,-103.0938,-127.0015
0.022517006802721087,7.0842,1.4935,3.4182,2.266,-69.9699,-61.4661
0.024557823129251703,10.318,0.0,2.4314,-3.8707,-56.6413,-50.9264
0.0010884353741496613,14.3928,1.3361,6.4805,-20.7163,-136.6018,-154.0328
0.0013605442176870784,7.3104,0.7992,3.9092,-9.3654,-74.2589,-79.5527
0.002108843537414966,9.992,1.8429,5.6751,4.9908,-111.5741,-106.5832
0.002108843537414966,8.4121,0.9899,2.6456,-17.6714,-50.0109,-59.209
0.0037414965986394544,11.3984,0.6879,5.1431,-15.8863,-104.5561,-98.2285
0.14278911564625849,6.3911,0.753,3.4614,-4.8553,-74.5807,-68.3575
0.16326530612244897,9.9118,1.5282,4.7338,-1.2994,-93.2733,-84.0005
0.4395238095238095,5.6553,2.5355,4.8446,-19.8179,-92.1645,-106.704
0.5721088435374149,12.3266,0.0,5.1709,-16.4182,-101.6583,-82.0058
1.0,11.3333,0.6799,4.0562,-8.5943,-85.4197,-82.7503
0.09523809523809523,11.3648,1.4841,4.6036,-9.275,-92.7565,-91.9258
0.0,13.7775,3.7761,5.6846,-12.5081,-126.7144,-129.1385
0.0,6.4803,2.6163,3.4272,-9.2322,-72.3528,-77.413
0.07136054421768707,12.3809,1.656,7.3522,-12.6674,-136.565,-124.247
0.3333333333333333,11.9027,1.5752,5.846,-14.8528,-116.5765,-113.4051
0.04081632653061225,9.5833,3.6267,5.531,0.6531,-112.011,-112.5713
1.0,6.9506,0.0,2.1562,-3.873,-43.1596,-46.0937
0.0,9.8905,3.7865,6.0217,1.5953,-123.4247,-123.1124
0.0,7.2928,2.3333,4.6019,-7.231,-89.0439,-91.3927
0.0,4.8385,2.3021,3.2367,-14.7075,-61.8855,-76.593
0.07346938775510205,6.3124,1.1039,2.5687,-5.6408,-46.7122,-47.3611
0.04306122448979592,12.0005,0.0,4.5459,-3.7989,-95.4422,-75.2575
0.046054421768707485,11.4485,0.6,5.0851,-11.4826,-103.2784,-97.7015
0.04625850340136055,8.5896,1.879,4.5173,-11.227,-95.8354,-96.4424
0.4502040816326531,13.6894,1.1894,5.849,-11.4788,-115.2652,-115.609
0.4502040816326531,9.6364,1.6592,2.4254,-14.3623,-59.212,-73.5743
0.0,8.4724,0.0,3.93,-15.0982,-80.0545,-75.4365
0.0,4.4728,0.8054,1.6504,-4.9585,-34.0115,-38.9701
0.0,11.5028,1.5353,6.0078,-9.3549,-118.838,-122.0801
0.0,8.9639,3.9235,5.6747,3.7227,-116.3415,-113.8577
0.0,8.1305,0.0,2.9966,-12.4804,-57.9542,-63.1499
0.0,14.0867,0.6433,6.4302,-8.4606,-125.0056,-114.1384
0.1292517006802721,10.314,3.9962,5.4648,-8.224,-114.1002,-124.2119
0.0,9.0347,3.1897,6.6343,-12.8887,-123.3561,-129.9006
0.0,9.1009,3.445,5.8355,-9.3754,-122.2807,-128.604
0.0,11.8047,0.5818,5.494,-10.4203,-104.6852,-101.1004
0.0,12.8494,2.311,7.1408,-6.6607,-140.1529,-123.9714
0.0,8.9836,0.8132,3.2041,-7.3498,-73.164,-69.5393
0.0,10.0616,0.5084,4.0349,-10.8489,-81.2057,-79.476
0.0,11.0945,2.8914,6.2422,4.0318,-124.3673,-116.8358
0.0,12.7597,0.0,4.3906,-1.3223,-94.6603,-64.2682
0.0,13.4906,2.3429,7.9486,-8.6126,-152.0664,-136.4931
0.16272108843537417,7.4294,0.4602,2.1964,-9.0785,-43.8355,-52.914
0.5102040816326531,10.6172,3.6623,5.5864,-5.8937,-116.7389,-123.8155
0.08496598639455782,18.5951,2.2801,9.4791,0.1334,-197.5846,-167.7888
0.08843537414965986,9.9711,2.8966,6.6703,-11.2021,-130.613,-130.0319
0.11530612244897959,7.735,4.0927,6.3571,-10.8928,-127.5254,-124.7865
0.011564625850340137,12.761,0.9436,5.1438,-1.0256,-110.4518,-96.5588
0.012925170068027212,7.3949,2.6049,4.2592,-7.5435,-86.4043,-85.0287
0.014489795918367344,11.5058,1.4429,5.8707,-18.8692,-111.3813,-121.4634
0.47238095238095235,13.6982,1.2772,5.919,-17.8602,-120.3916,-119.6441
0.49564625850340127,8.7379,0.9335,4.9053,-9.4021,-92.2431,-83.9691
0.0,12.0239,1.5375,5.456,5.1887,-109.1471,-90.6813
0.0,12.2532,0.9994,5.184,-2.9408,-112.2508,-101.6855
0.0,4.5016,3.1657,4.2072,-5.2305,-75.4645,-67.3628
0.0,13.7723,2.5864,8.5213,-7.8188,-159.6552,-135.4747
0.0,7.3504,1.7657,4.7833,-8.9446,-96.9178,-102.4719
0.0,8.3245,0.7543,4.0359,-16.9171,-80.0316,-84.8787
0.0,11.7219,0.888,4.5641,-1.8279,-97.9706,-89.2907
0.0,13.7899,0.9491,5.2409,0.5315,-114.5976,-110.0451
0.0,13.3354,0.9451,4.9608,1.3149,-107.6981,-102.2168
0.0,12.8388,0.8411,4.634,2.1092,-99.2557,-92.1299
0.0,8.5564,0.7755,3.1225,-12.1224,-71.4074,-76.7247
0.015306122448979591,9.5218,1.6872,5.9591,-21.8265,-111.4639,-115.3334
0.057687074829931975,10.0712,2.7144,5.9158,0.2343,-123.7873,-105.3927
0.06326530612244899,9.5446,2.0009,6.1849,-16.8071,-107.5304,-121.8039
0.17129251700680273,10.1103,0.0,2.8128,-1.3559,-59.3368,-52.7054
0.0020408163265306124,6.1232,2.4517,4.8454,-5.7411,-90.7416,-93.8265
0.2504081632653061,16.8397,1.3541,8.339,-5.0309,-162.346,-141.7595
0.26129251700680267,11.9327,1.2768,5.3946,-14.067,-108.2464,-114.3286
0.27210884353741494,12.1049,3.131,6.5425,-1.9619,-134.9396,-128.5619
0.283469387755102,5.8268,2.4174,4.5726,-20.5555,-84.552,-99.3982
0.294421768707483,14.4335,2.1005,5.4712,14.5751,-123.5945,-97.1729
0.2977551020408163,5.4149,1.3493,2.627,-13.21,-49.1863,-54.6463
0.3365986394557823,14.2387,1.9729,6.2115,-2.7658,-130.5119,-123.5162
0.34489795918367344,7.4742,0.9518,2.4172,-7.8973,-56.3676,-64.2649
0.35340136054421767,6.8246,2.9645,3.8625,-10.5211,-75.7405,-86.2616
0.35340136054421767,9.4424,0.0,3.0674,-1.4161,-68.4605,-65.8501
0.4149659863945578,9.071,1.6212,4.5982,-12.5335,-91.899,-94.5816
0.4188435374149659,11.0792,0.7332,5.5212,-5.229,-109.2294,-92.5125
0.44897959183673464,4.704,2.9229,4.3195,-18.2456,-81.2322,-97.7951
0.009999999999999998,14.3712,1.5857,7.223,-6.8635,-147.3785,-127.8043
0.01142857142857143,12.7063,1.736,5.7485,0.8793,-118.234,-97.9647
0.012176870748299321,9.6426,1.7603,5.3899,-1.6578,-110.2483,-94.4149
0.01612244897959184,10.8899,1.3896,6.3579,-14.1421,-122.0479,-104.1792
0.022517006802721087,11.1497,1.1468,4.8474,-4.2727,-98.8302,-103.1029
0.04918367346938776,18.1339,2.8045,7.7773,-1.6909,-157.5958,-151.4898
0.057687074829931975,11.4355,1.6724,4.9547,-8.7086,-105.7048,-100.9703
0.07346938775510205,11.315,1.5803,6.6295,-18.3096,-125.1198,-125.0422
0.07789115646258503,12.0997,4.8799,8.8174,-4.9256,-171.2862,-151.5717
0.017006802721088437,16.6212,0.7631,7.6127,-8.6832,-155.0286,-143.2776
0.13448979591836735,6.8355,1.9085,3.1852,-14.1344,-66.0753,-80.2097
1.0,13.2867,0.0,5.2728,-8.691,-107.0596,-71.605
1.0,7.4553,0.0,1.6372,-0.0248,-35.2101,-30.8838
1.0,12.6292,0.0,4.9481,-5.7965,-97.5261,-78.4776
1.0,7.968,0.6142,3.0348,-3.0626,-65.7279,-63.7937
0.7142857142857142,9.1554,2.9255,4.8764,-6.5797,-102.3642,-110.1971
0.727891156462585,14.3822,0.0,3.7678,-13.3223,-81.2502,-68.9894
0.7788435374149659,14.1663,1.9525,6.1713,-3.8771,-129.5113,-123.4675
0.0,4.8839,0.6801,2.1451,-3.3003,-46.8553,-50.1556
0.0,8.8057,3.2909,6.2991,-3.2024,-128.8903,-117.2135
0.0,10.3087,2.9294,5.566,-0.0531,-117.0858,-113.6363
0.0,9.104,1.4761,4.8407,5.6149,-97.1148,-78.1306
0.0,13.1206,0.6734,6.2547,-13.6382,-118.3553,-112.2412
0.0,7.6496,1.0429,3.9526,-0.3158,-84.5385,-66.7648
0.006802721088435375,9.1979,1.0583,3.7838,-3.6663,-74.1863,-77.8525
1.0,6.6496,0.0,2.7559,-12.4328,-58.5376,-68.3432
0.25850340136054417,9.6427,3.5564,6.0515,-13.4574,-126.65,-140.1075
0.2925170068027211,9.1463,1.4281,3.3954,-10.5452,-66.742,-68.9792
0.38687074829931967,10.6019,1.562,4.7988,1.9345,-94.6579,-81.6854
0.5578231292517006,11.8737,0.9111,3.4699,-0.5157,-79.4312,-79.9469
0.04081632653061225,12.0818,0.9829,4.5982,-0.5253,-98.5201,-77.5589
0.04163265306122449,8.9407,2.8269,4.809,-19.3101,-98.8954,-114.8383
0.5721088435374149,4.8468,0.5941,1.6585,-3.0473,-34.722,-37.7693
0.19972789115646258,4.4904,0.6147,1.633,-4.0444,-34.3095,-38.3539
0.5986394557823129,8.7152,0.879,2.6211,2.7803,-60.6621,-46.7008
1.0,13.3101,2.227,5.905,0.3271,-121.2729,-111.6809
0.001632653061224492,11.4812,0.8599,5.6088,-20.6744,-107.8908,-115.9505
0.013673469387755103,12.7979,1.4425,6.1512,-2.6015,-130.8127,-114.3278
0.015306122448979591,7.3634,1.5165,3.1332,-13.0139,-65.0294,-78.0433
0.018707482993197282,6.6919,3.0142,5.0769,-6.3501,-97.1522,-95.3208
1.0,6.3469,1.7004,3.6509,0.2739,-72.6103,-72.3364
1.0,9.6152,0.6082,3.975,-17.1187,-77.6089,-72.8221
0.2697959183673469,14.3967,2.0349,6.1432,-7.1959,-129.6186,-127.2106
0.5199319727891156,12.4739,1.6642,6.7375,-12.2335,-130.248,-126.5015
0.23823129251700684,15.276,2.5823,8.0519,-10.9759,-164.0869,-153.6902
0.9186394557823128,11.5965,1.4958,5.8347,-8.3027,-113.4564,-108.2212
0.9251700680272108,6.0375,1.8206,3.0563,-15.2318,-63.4677,-74.7165
0.0,31.8413,15.2864,23.3987,32.1817,-452.9217,-420.74
0.0,9.3818,3.7518,5.6844,2.1822,-115.976,-115.4658
0.0,10.8556,3.3952,5.8373,-9.0153,-115.9558,-126.5951
0.0,8.7904,6.0699,8.7643,-7.9196,-175.2644,-159.597
0.0,8.2422,0.9993,3.2111,-18.7065,-59.352,-66.7287
0.0,12.829,0.7738,3.8337,-27.9738,-76.705,-97.5625
0.00795918367346939,8.2758,1.6055,4.9281,-9.3331,-99.9959,-106.32
1.0,7.2287,1.1557,2.8231,6.2619,-59.5355,-53.2735
1.0,14.6124,0.6693,6.746,2.9688,-138.9313,-95.7611
1.0,7.9386,1.0029,2.4938,-18.6546,-47.5418,-59.5376
0.2517006802721088,11.9763,2.7347,6.3462,-10.65,-130.9951,-134.0363
0.3055102040816326,10.9404,1.6708,4.7769,-8.0737,-96.5339,-94.2123
0.0836734693877551,9.0987,1.7674,4.8173,-13.5188,-97.2208,-99.3172
0.23129251700680273,9.0987,1.7674,4.8173,-13.5188,-97.2208,-99.3172
0.06802721088435375,12.0052,0.9701,4.9823,-2.1409,-106.644,-95.0272
0.629251700680272,16.8204,0.7332,7.5226,-9.8453,-156.9746,-150.4686
0.21006802721088436,11.6119,1.4269,6.0972,5.1411,-115.0999,-102.0757
0.21428571428571427,14.833,1.4363,7.0981,-5.2083,-153.4395,-144.2516
0.22659863945578232,12.4206,0.6082,5.6764,-8.1853,-108.8151,-98.6566
0.9628571428571427,7.8656,3.5249,5.0384,-3.8683,-104.4684,-102.2934
0.18034013605442178,6.0485,2.7361,4.7467,-12.0096,-98.235,-98.0949
0.10340136054421768,14.414,1.5461,5.4031,-15.9751,-115.2525,-120.6219
0.1080952380952381,7.2887,0.7963,3.7558,-11.158,-69.8648,-78.2437
0.10918367346938776,4.5901,1.5556,2.781,-11.1497,-52.8286,-63.8519
0.11292517006802721,8.1385,3.7559,5.0778,-13.7317,-102.3615,-111.948
0.11598639455782314,13.6351,2.32,6.9021,-17.1515,-138.9819,-139.9977
0.0,12.2528,0.9833,5.1378,-2.1433,-109.9494,-96.9414
0.02156462585034014,7.7394,0.0,2.5263,-10.8899,-52.4533,-50.1627
0.0489795918367347,10.2582,0.0,2.5104,-5.2092,-51.9486,-48.6044
0.05190476190476191,14.4481,0.8603,5.3266,1.659,-116.3901,-110.4742
0.1519047619047619,16.3538,3.8312,7.5232,-5.0464,-155.4167,-150.8582
0.17578231292517008,12.8468,1.3742,7.1933,-7.4747,-136.61,-126.8379
0.21088435374149658,7.4284,0.9728,3.1162,-8.8315,-70.0469,-75.1202
0.7085034013605442,9.8277,2.1958,5.6494,-4.8013,-104.3712,-84.0006
1.0,12.294,0.6765,4.4094,-18.3629,-87.0916,-97.6159
1.0,7.8555,1.3171,3.8245,-14.5471,-72.941,-82.1032
1.0,2.8097,3.0162,3.1735,-5.1859,-61.9723,-67.4376
1.0,12.5165,1.6607,5.4881,-1.9371,-112.3204,-101.8707
1.0,8.2812,0.786,3.6944,-10.8641,-79.2212,-78.277
1.0,9.6827,0.0,4.3266,-15.8345,-77.5987,-60.7394
1.0,9.677,0.0,3.0076,-4.5054,-62.7633,-42.2879
0.5076190476190476,5.0216,0.739,1.9888,-14.362,-40.3582,-54.7281
0.2517006802721088,10.6221,1.5935,4.4278,-18.2183,-90.2331,-98.9926
0.256734693877551,16.5977,1.4492,6.4718,-7.7747,-127.9747,-109.2167
0.2697959183673469,13.6894,1.1894,5.849,-11.4788,-115.2652,-115.609
0.27455782312925164,16.7579,0.0,6.3279,-17.0768,-134.8096,-119.7561
0.0,10.0071,1.977,5.6241,-9.9186,-112.2851,-110.1893
0.42904761904761896,7.9159,1.6504,3.6841,-15.0639,-80.1785,-95.2425
0.07687074829931974,10.3209,1.5405,4.7145,-13.8103,-97.2505,-104.8794
0.0925170068027211,9.1595,0.0,2.9645,-8.7279,-63.6511,-61.4802
0.09782312925170067,9.2196,0.0,3.3274,-7.9396,-74.2214,-61.3483
0.10204081632653061,11.6758,1.5461,5.6469,4.5406,-117.8055,-89.1828
0.12244897959183673,10.649,1.3424,5.5574,-11.2744,-109.1411,-114.172
0.12244897959183673,7.2711,0.9863,2.3754,-7.9004,-55.4409,-63.3413
0.12448979591836734,7.4524,0.9692,2.4147,-7.8981,-56.3183,-64.2164
0.04918367346938776,7.9375,1.0386,2.3735,-18.6638,-45.6187,-60.8706
0.05251700680272109,5.5899,0.624,2.3321,-3.3588,-49.1991,-52.5579
0.06136054421768708,8.8199,0.0,1.7424,-1.9959,-34.9235,-33.0186
0.0692517006802721,3.9407,1.8129,2.2248,-11.5906,-45.0312,-55.9326
0.23823129251700684,9.5852,1.2769,3.2877,1.3794,-71.0228,-69.6434
0.5585714285714285,8.7923,1.4754,4.5598,-11.4619,-95.2643,-95.7741
0.6,6.6296,1.2422,2.3995,-14.0872,-49.2196,-63.3068
0.6144897959183673,11.2222,5.068,8.8252,-4.4957,-172.8537,-153.9465
0.6919047619047618,11.0767,0.5502,4.7014,-8.4957,-100.1276,-99.0554
0.18503401360544217,8.993,2.7525,6.6925,-13.4322,-131.7916,-126.0518
0.06802721088435375,10.8521,1.6172,5.3326,-13.9558,-108.5416,-114.3708
0.408843537414966,11.5337,1.8108,6.0779,-0.7918,-130.7631,-102.8719
0.0,13.0645,0.8869,4.9764,0.3232,-107.8905,-103.4303
0.18503401360544217,13.8751,0.7457,5.8941,-11.963,-114.4694,-112.0948
0.06136054421768708,14.008,1.8927,6.048,-1.8432,-120.7095,-114.6963
0.0672108843537415,9.0948,0.8985,4.8475,5.2465,-104.9492,-79.7175
0.09510204081632653,17.2689,2.1299,7.2492,-1.9063,-146.3244,-130.4375
0.09510204081632653,9.6925,2.1317,4.8062,-23.3604,-91.2655,-105.7836
0.09510204081632653,9.964,1.5885,4.6914,-3.2597,-96.2049,-93.2991
0.10340136054421768,7.5423,2.0584,4.6647,-5.2655,-101.9663,-84.7804
0.27210884353741494,12.9179,3.0756,5.6154,-4.7877,-118.9091,-123.6968
0.2905442176870748,10.318,0.0,2.4314,-3.8707,-56.6413,-50.9264
0.3895238095238095,11.1606,0.5954,3.1925,-15.314,-64.5389,-74.5735
0.4149659863945578,14.1422,0.7208,4.8203,-8.363,-99.7205,-89.2088
0.03401360544217687,11.7586,1.3499,4.9388,1.9725,-97.8301,-84.4716
0.011972789115646258,9.1624,1.9948,4.5834,-7.9519,-97.2411,-94.1407
0.01612244897959184,10.8081,1.7509,6.6993,-9.2647,-125.0232,-96.9113
0.017823129251700685,6.5476,3.5477,5.7078,-15.7413,-113.8779,-124.3865
0.11183673469387756,8.9639,3.9235,5.6747,3.7227,-116.3415,-113.8577
0.047619047619047616,15.8758,0.9649,5.2943,-9.2379,-120.1945,-120.2767
0.5714285714285714,13.4631,1.3764,6.3352,-7.3467,-136.8866,-129.8309
0.06802721088435375,13.6873,1.783,6.7267,-13.9968,-126.1577,-125.2771
0.07136054421768707,10.819,1.5546,4.7213,-7.0767,-94.9526,-91.6013
0.12843537414965986,13.2237,3.6771,8.7158,-17.4544,-167.7458,-165.7449
0.17129251700680273,11.2758,2.1309,6.8061,-7.5845,-127.3413,-126.629
0.17129251700680273,11.8083,1.6772,4.6793,-7.6274,-101.9271,-104.3065
0.18979591836734694,8.7241,0.0,2.5247,-8.4134,-53.7642,-48.3176
0.1946938775510204,14.5665,1.4574,6.9562,-9.7974,-134.393,-125.7144
0.19972789115646258,5.8196,1.3099,2.3138,-13.5641,-42.9791,-52.737
0.2925170068027211,8.1978,1.4553,3.2855,-18.1656,-69.1309,-87.2966
0.47238095238095235,7.7671,2.291,4.7777,-7.3975,-88.4547,-91.7685
0.5034013605442177,14.1901,0.0,3.2915,-3.2014,-74.1838,-58.3203
0.16693877551020408,16.5977,1.4492,6.4718,-7.7747,-127.9747,-109.2167
0.054149659863945585,2.2852,0.9983,1.8524,-7.0921,-38.6505,-41.5521
0.09782312925170067,14.4683,1.4051,4.172,-4.1342,-93.7441,-97.8783
0.046054421768707485,23.0816,1.8069,9.1897,-2.6949,-194.5825,-159.4521
0.047619047619047616,13.3472,0.9859,5.3739,0.2873,-115.3476,-86.6063
0.4502040816326531,10.7384,1.0865,6.1406,-12.9583,-126.7384,-113.6781
0.47619047619047616,8.0212,0.0,3.245,-13.05,-58.353,-47.8344
0.5374149659863945,13.0446,0.0,3.2969,-5.3937,-69.8663,-55.6123
0.5859183673469387,11.9931,0.0,5.1575,-11.4872,-103.5295,-76.4503
0.5986394557823129,8.6841,2.2675,3.6817,-7.7109,-71.7695,-79.4803
0.7085034013605442,9.3411,0.9097,1.5931,-14.0282,-41.2874,-55.3156
0.7606802721088435,15.1005,2.6217,9.2766,-1.7938,-186.5396,-141.1361
0.802721088435374,7.3622,0.0,2.6814,-15.0491,-54.6088,-61.8968
0.8359863945578231,10.6269,0.5699,5.133,-8.2479,-104.2277,-87.2639
0.8571428571428571,8.3049,0.9306,4.4552,-11.3166,-90.9066,-80.7595
0.8979591836734694,11.9287,2.2666,5.6256,-1.9126,-114.9103,-108.1984
0.9931972789115646,5.7452,0.7036,2.6212,-7.5953,-59.825,-66.9481
0.17687074829931973,11.3607,3.7581,5.8779,-8.2843,-120.6749,-129.7652
